Longitude (deg),Latitude (deg),Traffic_Score,Hospital_Score,Tour_Score,Total_Score,Nearest_Traffic_Distance_km,Nearest_Hospital_Distance_km,Nearest_Tour_Distance_km
126.71835035910024,37.4316953158745,1.0,0.853484729624286,0.8369834873526808,0.923442116357822,1.1300060288662006,2.4804529299111997,2.912616922728869
126.72892672038589,37.444572756838355,0.987100971612344,0.8729389886898457,0.7909368414121444,0.9136195506955546,1.2857303923692687,2.1533062679484987,3.7625865032111454
126.7400248113566,37.46646317038054,0.9173594241817371,0.9159223092395339,0.8017874902335449,0.8938139029094377,1.532523187961829,1.4548330407642884,3.5590182218781545
126.75395546993767,37.53512121864323,0.914467292827702,0.8946212325227945,0.8365254850151514,0.8929251131737197,0.25426409970826763,1.7969084028070221,2.9208957193510634
127.09519754870377,37.277332436571406,0.8980063064229606,0.92841114577419,0.8236761299682097,0.8922617229373794,0.8459560278550641,1.2578427886842427,3.154566990553022
127.13574394918454,37.49009960472158,0.9245497881821114,0.912994657749306,0.733265565098758,0.882826404435599,0.7471929903699573,1.5013885159263858,4.8807618880540105
127.1277983672206,37.49739915797616,0.8533741481883009,0.9680983186369995,0.7137665964422922,0.8598698889737088,1.7080090911378354,0.6484840022002568,5.2734206253438884
126.70096550800238,37.53172037783125,0.8165257373090756,0.8735684844875257,0.9199767600795226,0.8543287660167,1.1692535981157455,2.142838796930391,1.4663281279032634
127.14814159970192,37.49314023387265,0.8651939790915286,0.8549887108913985,0.778606085188718,0.8448148198509273,1.5430281207072087,2.454905637533053,3.9964664833996717
126.83967321173444,37.56111063673884,0.7375686241915044,0.965651789251775,0.930498226999492,0.8445794942711831,2.6542220906380174,0.6853406036924061,1.2902251291280087
126.68015190295174,37.51547337434224,0.7996051489481129,0.8274233360325449,0.9340990217924195,0.8348493796423038,1.420397588207544,2.9301959204376935,1.230311234819693
126.7123570335904,37.50385199943952,0.7130445387179569,0.9773361375545385,0.9041564350461815,0.8305543976345764,2.794463227148288,0.5101285079445365,1.7340741633223757
126.70883182837485,37.469315588229165,0.7503698645897822,0.8850024154370713,0.9193094839974706,0.8245475537255066,3.9424034413147626,1.9539718431566782,1.4775491200189101
126.85281960914809,37.55120830636899,0.6846406710405349,0.9612687167636419,0.898873363231798,0.8104756231957196,3.547233075312137,0.7515982480434618,1.8242901616541596
126.87407938821256,37.56585809158971,0.7306324571146425,0.8523643271466406,0.9000566984514603,0.8010368663916054,2.7675353526061777,2.4995129033706007,1.8040476260096665
126.73648511066368,37.5192288643404,0.6469415414232668,0.9164497016236735,0.9604066796107069,0.7904870171208768,0.5825261316361777,1.4464617916927196,0.7979386648008358
127.07009162061064,37.446930797314046,0.7784945553898105,0.7280780835151023,0.8669813126718302,0.7810669652838019,1.277920366172497,4.780084376443964,2.3777093100480506
126.72365022433473,37.510448384201375,0.5880292914135964,0.962788362932413,0.970172006534883,0.7768855558934986,1.72743559154899,0.7285930343726152,0.6397925279895901
126.72375148516772,37.51807838298742,0.6209926876089744,0.9195911639236719,0.9387557708545649,0.7741248471525017,1.0734150704546577,1.3966942232016855,1.1530924422954718
127.10757223510387,37.511676578345046,0.704467386781333,0.9052264276205508,0.7040852432464206,0.7646186703261159,4.00773680211333,1.6256237697621272,5.471279876192839
126.87503796426668,35.18952590105146,0.6060983974922036,0.9520416777965979,0.8727631377734612,0.7632143296397734,0.05274753123066423,0.8920447115781347,2.2762347904205993
126.73752080020373,37.41656815712869,0.652264726673612,0.8315696675068899,0.930762893558548,0.7617558423005826,0.3249633010178423,2.857734250562104,1.2858152058241208
126.70440867409894,37.43879496184724,0.5991310201870772,0.915460967408848,0.9147244140771317,0.7571486831316193,0.6409238431984329,1.4621597084932305,1.5548229107274518
126.84255672336413,37.51676265790815,0.6776579902767964,0.9313709858286695,0.6911900358914841,0.7564782980652959,1.8132332842455317,1.2115331045413578,5.7378983165831485
126.7526111442478,37.58543940596008,0.7707273932844017,0.7360608134326267,0.746216567171177,0.7554252541062243,0.6770962109928327,4.62271335851878,4.624158891396303
127.06233121189771,37.4680524781977,0.6477352758155986,0.8272075380580536,0.8938411083743251,0.7507981210000805,3.4830715177339373,2.9339768259940158,1.9106031878637308
126.75155109306728,37.581563396631935,0.7548191537010558,0.7437165385749157,0.7416766411236058,0.7488598666477237,0.9272263091044823,4.473324214185875,4.713735843860308
127.0436516753108,37.48800530517039,0.5268046424315109,0.9776586366181397,0.9023900178519824,0.7371779157715938,5.960975475675726,0.5053213934084174,1.7641929976174842
126.75034718729015,37.414410861458485,0.6169691299802663,0.7831594545837346,0.9566109682744762,0.7347545950201487,0.9920653280914258,3.72638885141133,0.8597479999261626
126.70060550710949,37.42067680722387,0.5611875132640662,0.9287134578331937,0.865152405854676,0.7322382751529265,1.4254137652228205,1.2531062504141586,2.409915212130412
128.54962196444197,35.90289386606794,0.5832499240710805,0.7916228230729525,0.9642574151129953,0.721963291980025,1.5553582621135764,3.570851197129773,0.7354279029641723
126.8322342512102,37.500959829077736,0.6326872069674147,0.9302968045561948,0.6036463342753347,0.7161619117056327,2.636662666511258,1.2283232308319518,7.648470265064752
126.7058771105834,37.40001908876646,0.5080919892097263,0.9767054105448403,0.842687887394554,0.7155951952472261,3.3200578228698383,0.5195344693252619,2.809790976656301
126.71368021054312,37.42933149667645,0.5737836041890733,0.8472147382378864,0.8531760212506947,0.7116914278160416,1.159259326644402,2.5874290891065233,2.622103353386543
126.7076309032036,37.39533212432046,0.5018888593629899,0.9618888853884493,0.8507131585761273,0.7096537270132552,3.467331550464578,0.7422055431100776,2.6660188836387313
126.79940182930449,37.45402974776311,0.6026809721409149,0.9097872459379308,0.6539879792991201,0.7050742557116607,1.086452126982863,1.5525591507754417,6.527617792280311
126.88702428286577,35.175755749302,0.5231199043458595,0.9242786689635849,0.7855859247606886,0.695960737814143,1.0323809313022814,1.3227396532099922,3.8637427026961384
